country,GDP,population,regime,women_government,women_population,law_group,law_subgroup,value,total,weighted
Egypt,,109262184.0,1.0,,49.47655869,dress code,dress code,31,18595,16.67114815810702
El Salvador,8419.799438,6314165.0,1.0,27.38095238,53.18640137,dress code,dress code,2,14882,1.34390538906061
Equatorial Guinea,18157.51367,1634473.0,1.0,23.0,44.37716675,dress code,dress code,2,1758,11.376564277588168
Eritrea,,3620324.0,0.0,,,dress code,dress code,8,3283,24.367956137678952
Estonia,37645.22136,1328704.0,3.0,25.74257426,52.62438583,dress code,dress code,4,10097,3.961572744379519
Ethiopia,2422.681026,120283024.0,1.0,42.58823529,49.96951675,dress code,dress code,20,7880,25.380710659898476
Falkland Islands (Malvinas),,,,,,dress code,dress code,0,123,0.0
Faroe Islands,,,,,,dress code,dress code,0,1405,0.0
Fiji,12158.24331,924615.0,1.0,21.56862745,49.35344696,dress code,dress code,30,68932,4.352115127952184
Finland,50937.16075,5535982.0,3.0,46.0,50.6849823,dress code,dress code,10,25862,3.866676977805274
France,46991.18203,64531448.0,3.0,39.51473137,51.60487747,dress code,dress code,124,201911,6.141319690358624
French Guiana,,297462.0,,,,dress code,dress code,0,337,0.0
French Polynesia,,304038.0,,,49.35600662,dress code,dress code,0,1397,0.0
French Southern Territories,,,,,,dress code,dress code,0,12,0.0
Gabon,15105.13431,2341185.0,1.0,16.1971831,49.10186768,dress code,dress code,3,2957,10.145417653026715
Gambia,,2639922.0,1.0,,50.4051857,dress code,dress code,5,4220,11.848341232227488
Georgia,14731.20059,3757984.0,2.0,19.33333333,52.34034729,dress code,dress code,34,39165,8.681220477467127
Germany,54844.54597,83408552.0,3.0,34.91847826,50.56820297,dress code,dress code,89,99391,8.954533106619312
Ghana,5749.655385,32833036.0,2.0,14.54545455,49.31282043,dress code,dress code,3,8254,3.63460140537921
Gibraltar,,32698.0,,,,dress code,dress code,2,7770,2.5740025740025736
Greece,27948.64973,10445368.0,3.0,21.66666667,50.91817474,dress code,dress code,38,31946,11.89507293557879
Greenland,,56266.0,,,,dress code,dress code,0,5768,0.0
Grenada,15273.54036,124624.0,,46.66666667,49.6387291,dress code,dress code,4,4690,8.528784648187633
Guadeloupe,,396057.0,,,,dress code,dress code,0,710,0.0
Guam,,170546.0,,,49.55653,dress code,dress code,6,7092,8.460236886632826
Guatemala,8852.947743,17608484.0,2.0,19.375,50.72938919,dress code,dress code,7,17897,3.9112700452589824
Guernsey,,63092.0,,,,dress code,dress code,3,7663,3.91491582930967
Guinea,2754.418384,13531909.0,0.0,,51.62312698,dress code,dress code,21,78619,2.6711100370139538
Guinea-Bissau,1948.643401,2060730.0,2.0,13.7254902,51.08251953,dress code,dress code,0,2135,0.0
Guyana,19702.97442,804571.0,2.0,35.71428571,49.71146393,dress code,dress code,4,3948,10.131712259371835
Haiti,3094.941621,11447575.0,1.0,,50.65618134,dress code,dress code,4,8867,4.511108604939664
Heard Island and McDonald Islands,,,,,,dress code,dress code,0,786,0.0
Holy See (Vatican City State),,,,,,dress code,dress code,0,11,0.0
Honduras,5419.792164,10278346.0,1.0,27.34375,50.03456879,dress code,dress code,2,13395,1.4930944382232174
Hong Kong,,7494580.0,0.0,,54.11936188,dress code,dress code,48,907741,0.5287851931332836
Hungary,33274.34766,9709784.0,1.0,13.06532663,52.40039825,dress code,dress code,12,21700,5.529953917050691
Iceland,53616.68471,370338.0,3.0,47.61904762,49.77142715,dress code,dress code,3,11545,2.5985275010827196
India,6525.428052,1407563904.0,1.0,14.44444444,48.03632736,dress code,dress code,89,283731,3.136773916138878
Indonesia,12072.43996,273753184.0,2.0,21.04347826,49.65046692,dress code,dress code,76,56377,13.48067474324636
"Iran, Islamic Republic of",,,,,,dress code,dress code,3,532,56.39097744360902
Iraq,9954.345263,43533592.0,1.0,28.87537994,49.38709259,dress code,dress code,136,17973,75.66905914427196
Ireland,93350.08753,4986525.0,3.0,22.5,50.35540009,dress code,dress code,62,290217,2.1363324684632534
Isle of Man,,84286.0,,,,dress code,dress code,6,12764,4.700720777185835
Israel,39489.28078,8900057.0,3.0,28.33333333,50.22706223,dress code,dress code,56,31853,17.580761623708913
Italy,41987.81596,59240336.0,3.0,35.71428571,51.31188202,dress code,dress code,44,63683,6.909222241414506
Jamaica,9240.821869,2827701.0,2.0,28.57142857,50.36943436,dress code,dress code,13,16721,7.774654625919503
Japan,42100.25769,124612528.0,3.0,9.677419355,51.17427826,dress code,dress code,33,55591,5.936212696299761
Jersey,,109634.0,,,,dress code,dress code,56,75969,7.371427819242059
Jordan,10354.16403,11148288.0,0.0,11.53846154,49.36873245,dress code,dress code,59,70492,8.369744084435114
Kazakhstan,26750.44623,19196468.0,1.0,27.10280374,51.46678925,dress code,dress code,4,4468,8.952551477170994
Kenya,4587.18632,53005616.0,1.0,21.61383285,50.31080246,dress code,dress code,12,13666,8.780916142250842
Kiribati,2171.867943,128883.0,,6.666666667,50.81961823,dress code,dress code,3,6163,4.867759208177835
"Korea, Democratic People's Republic of",,,,,,dress code,dress code,0,0,
"Korea, Republic of",,,,,,dress code,dress code,0,1457,0.0
Kuwait,47303.12985,4250111.0,1.0,1.538461538,38.77982712,dress code,dress code,29,16034,18.086566047149805
Kyrgyzstan,,6527742.0,1.0,,50.53379059,dress code,dress code,1,2325,4.301075268817204
Lao People's Democratic Republic,,,,,,dress code,dress code,0,0,
Latvia,31424.90221,1873926.0,3.0,29.0,53.91077042,dress code,dress code,0,11655,0.0
Lebanon,11376.79398,5592626.0,1.0,4.6875,49.66265869,dress code,dress code,26,16015,16.234779893849517
Lesotho,2569.337741,2281464.0,2.0,23.33333333,50.66173172,dress code,dress code,3,3414,8.787346221441124
Liberia,1468.245239,5193422.0,2.0,10.95890411,49.72911453,dress code,dress code,9,13888,6.480414746543779
Libya,17286.36814,6735280.0,0.0,15.95744681,49.51837921,dress code,dress code,6,7268,8.25536598789213
Liechtenstein,,39058.0,,28.0,,dress code,dress code,3,6648,4.512635379061372
Lithuania,38880.54527,2786652.0,2.0,27.65957447,53.71593094,dress code,dress code,4,12924,3.095017022593624
Luxembourg,117846.1365,639330.0,3.0,35.0,49.42505646,dress code,dress code,7,34805,2.0112052865967533
Macao,,686616.0,,,51.93595886,dress code,dress code,3,4350,6.896551724137931
"Macedonia, Republic of",,,,,,dress code,dress code,0,43,0.0
Madagascar,1543.952938,28915652.0,1.0,17.8807947,50.11155319,dress code,dress code,0,4016,0.0
Malawi,1591.475591,19889742.0,2.0,22.91666667,50.68447876,dress code,dress code,3,4010,7.4812967581047385
Malaysia,27921.41095,33573872.0,1.0,14.86486486,48.61640549,dress code,dress code,81,38695,20.932937071973125
Maldives,13442.38615,521469.0,2.0,4.597701149,36.55849075,dress code,dress code,2,1903,10.509721492380452
Mali,2347.796674,21904990.0,0.0,27.27272727,49.90243912,dress code,dress code,7,11544,6.063756063756063
Malta,43243.17265,526751.0,2.0,13.43283582,49.85267258,dress code,dress code,8,16637,4.808559235439081
Marshall Islands,4147.097245,42074.0,,6.060606061,,dress code,dress code,2,4127,4.8461352071722805
Martinique,,368799.0,,,,dress code,dress code,0,1336,0.0
Mauritania,5389.646488,4614981.0,1.0,20.26143791,49.78168106,dress code,dress code,1,3110,3.2154340836012865
Mauritius,20528.83365,1298922.0,2.0,20.0,50.66077423,dress code,dress code,5,12857,3.888932099245547
Mayotte,,316022.0,,,,dress code,dress code,0,472,0.0
Mexico,18670.8104,126705136.0,2.0,50.0,51.08187485,dress code,dress code,28,60300,4.643449419568823
"Micronesia, Federated States of",,,,,,dress code,dress code,0,301,0.0
"Moldova, Republic of",,,,,,dress code,dress code,0,420,0.0
Monaco,,36713.0,,33.33333333,,dress code,dress code,2,12765,1.5667841754798275
Mongolia,12365.93848,3347782.0,2.0,17.10526316,50.73535156,dress code,dress code,0,4456,0.0
Montenegro,19989.65367,627856.0,1.0,24.69135802,50.55217361,dress code,dress code,4,6377,6.2725419476242745
Montserrat,,4438.0,,,,dress code,dress code,2,2549,7.8462142016477046
Morocco,7368.891602,37076588.0,0.0,22.78481013,50.37493896,dress code,dress code,6,12358,4.855154555753358
Mozambique,1297.298716,32077074.0,1.0,42.4,51.40610123,dress code,dress code,3,5783,5.1876188829327345
Myanmar,5123.407709,53798088.0,0.0,15.29411765,51.80979919,dress code,dress code,6,4015,14.943960149439603
Namibia,9358.537168,2530150.0,2.0,44.23076923,51.52602386,dress code,dress code,7,5316,13.167795334838223
Nauru,14337.26541,12533.0,,10.52631579,,dress code,dress code,21,17245,12.177442737025224
Nepal,3996.66547,30034988.0,2.0,32.72727273,54.18703842,dress code,dress code,4,10757,3.718508877939946
Netherlands,59266.90858,17501696.0,3.0,39.33333333,50.17678452,dress code,dress code,58,65591,8.842676586726837
New Caledonia,,287809.0,,,49.73641968,dress code,dress code,1,3559,2.809778027535825
New Zealand,44657.77372,5129730.0,3.0,49.16666667,50.84926605,dress code,dress code,334,1481525,2.2544337760078297
Nicaragua,5573.868729,6850546.0,1.0,50.54945055,50.71594238,dress code,dress code,4,17468,2.289901534234028
Niger,1288.153512,25252722.0,2.0,25.90361446,49.72385025,dress code,dress code,2,4368,4.5787545787545785
Nigeria,5185.988584,213401328.0,1.0,3.611111111,49.32092285,dress code,dress code,25,17762,14.074991555005068
Niue,,1957.0,,,,dress code,dress code,3,9884,3.035208417644678
Norfolk Island,,,,,,dress code,dress code,6,11200,5.357142857142858
Northern Mariana Islands,,49503.0,,,,dress code,dress code,2,1438,13.908205841446453
Norway,62644.84574,5403021.0,3.0,44.9704142,49.45838928,dress code,dress code,28,29063,9.634242851735884
Oman,31117.75771,4520474.0,0.0,2.325581395,34.0027504,dress code,dress code,8,10461,7.6474524424051245
Pakistan,5426.019788,231402112.0,1.0,20.1754386,48.53963089,dress code,dress code,104,35719,29.116156667319913
Palau,16318.67895,18050.0,,6.25,,dress code,dress code,1,3193,3.131850923896023
"Palestinian Territory, Occupied",,,,,,dress code,dress code,0,346,0.0
Panama,26780.3006,4351264.0,2.0,22.53521127,49.94215393,dress code,dress code,7,24552,2.85109156076898
Papua New Guinea,4285.765475,9949438.0,1.0,0.0,48.94313049,dress code,dress code,8,47317,1.690724264006594
Paraguay,13034.71654,6703802.0,2.0,16.25,49.18549347,dress code,dress code,1,16637,0.6010699044298852
Peru,11908.0607,33715464.0,2.0,40.0,50.32548141,dress code,dress code,12,32531,3.6887891549598844
Philippines,8394.242258,113880336.0,1.0,27.96052632,49.78255081,dress code,dress code,40,117745,3.397171854431186
Pitcairn,,,,,,dress code,dress code,3,3733,8.036431824270023
Poland,34286.98508,38307724.0,2.0,28.32244009,51.54682159,dress code,dress code,12,33811,3.5491408121617227
Portugal,34177.08571,10290109.0,2.0,40.0,52.6902771,dress code,dress code,14,33436,4.187103720540734
Puerto Rico,34333.74725,3256030.0,,,52.61818314,dress code,dress code,10,10602,9.432182607055273
Qatar,89961.43323,2688239.0,0.0,4.444444444,24.84936142,dress code,dress code,11,4342,25.333947489636113
Réunion,,,,,,dress code,dress code,0,0,
Romania,32202.20866,19328558.0,2.0,18.54103343,51.37713623,dress code,dress code,9,31827,2.827787727401263
Russian Federation,29916.01367,,,16.22222222,,dress code,dress code,6,12371,4.850052542235875
Rwanda,2213.568598,13461891.0,1.0,61.25,50.83903503,dress code,dress code,10,9975,10.025062656641603
Saint Barthélemy,,,,,,dress code,dress code,0,0,
"Saint Helena, Ascension and Tristan da Cunha",,,,,,dress code,dress code,0,26,0.0
Saint Kitts and Nevis,,47631.0,,,,dress code,dress code,0,828,0.0
Saint Lucia,,179663.0,,,50.75832367,dress code,dress code,1,1895,5.277044854881266
Saint Martin (French part),,31964.0,,,,dress code,dress code,0,2,0.0
Saint Pierre and Miquelon,,5905.0,,,,dress code,dress code,1,303,33.00330033003301
Saint Vincent and the Grenadines,,104340.0,,,49.32896042,dress code,dress code,0,1585,0.0
Samoa,6764.559991,218781.0,,7.843137255,48.23698425,dress code,dress code,10,34280,2.9171528588098012
San Marino,59571.9068,33772.0,,33.33333333,,dress code,dress code,1,2992,3.3422459893048124
Sao Tome and Principe,4273.49342,223118.0,2.0,23.63636364,49.95688248,dress code,dress code,0,1209,0.0
Saudi Arabia,46778.29837,35950396.0,0.0,19.86754967,42.17445755,dress code,dress code,43,10484,41.01487981686379
Senegal,3503.595017,16876726.0,2.0,43.03030303,51.20151138,dress code,dress code,1,5218,1.9164430816404754
Serbia,19093.95531,7296771.0,1.0,39.2,51.01900101,dress code,dress code,6,8729,6.873639592164051
Seychelles,28338.97714,106486.0,3.0,22.85714286,48.70957947,dress code,dress code,4,3422,11.689070718877849
Sierra Leone,1726.964157,8420642.0,2.0,12.32876712,50.09093094,dress code,dress code,2,7661,2.610625244746117
Singapore,99681.29415,5941063.0,1.0,29.80769231,47.6567955,dress code,dress code,32,57411,5.573844733587641
Sint Maarten (Dutch part),,44061.0,,,,dress code,dress code,0,2,0.0
Slovakia,,5447621.0,2.0,,51.30672455,dress code,dress code,1,8263,1.2102142079148008
Slovenia,39725.25919,2119408.0,2.0,26.66666667,50.20375824,dress code,dress code,0,9568,0.0
Solomon Islands,2618.323702,707855.0,2.0,8.0,49.1522522,dress code,dress code,9,20245,4.445542109162756
Somalia,1245.642283,17065588.0,0.0,24.36363636,50.14171219,dress code,dress code,16,7525,21.262458471760798
South Africa,13359.48433,59392256.0,2.0,46.58227848,50.73907089,dress code,dress code,98,155946,6.284226591255947
South Georgia and the South Sandwich Islands,,,,,,dress code,dress code,0,554,0.0
Spain,37756.351,47486932.0,3.0,43.42857143,50.85350418,dress code,dress code,40,63795,6.270083862371659
Sri Lanka,13226.73006,21773438.0,2.0,5.381165919,52.05141068,dress code,dress code,21,60915,3.4474267421817286
Sudan,4142.11084,45657204.0,0.0,,50.03954315,dress code,dress code,23,11401,20.17366897640558
Suriname,16733.38268,612989.0,2.0,29.41176471,49.74345016,dress code,dress code,1,2042,4.897159647404505
South Sudan,,10748278.0,0.0,32.36363636,49.94506454,dress code,dress code,3,1583,18.951358180669615
Svalbard and Jan Mayen,,,,,,dress code,dress code,0,170,0.0
Swaziland,,,,,,dress code,dress code,1,3711,2.6946914578280787
Sweden,55064.88501,10467095.0,3.0,46.99140401,49.90779495,dress code,dress code,49,38401,12.760084372802792
Switzerland,71745.2994,8691409.0,3.0,42.5,50.38893509,dress code,dress code,42,44466,9.445418971798677
Syrian Arab Republic,,,,11.2,,dress code,dress code,0,2115,0.0
"Taiwan, Province of China",,,,,,dress code,dress code,0,82,0.0
Tajikistan,3854.190435,9750078.0,1.0,23.80952381,49.61293411,dress code,dress code,4,2342,17.079419299743808
"Tanzania, United Republic of",,,,,,dress code,dress code,0,137,0.0
Thailand,18197.94241,71601104.0,0.0,15.74642127,51.33800888,dress code,dress code,51,26773,19.049041945243342
Timor-Leste,4140.95507,,,38.46153846,,dress code,dress code,0,1618,0.0
Togo,2223.316956,8644829.0,1.0,18.68131868,50.24115372,dress code,dress code,1,4455,2.244668911335578
Tokelau,,1869.0,,,,dress code,dress code,2,4768,4.194630872483222
Tonga,6693.785641,106034.0,,0.0,49.94749069,dress code,dress code,12,17665,6.793093688083782
Trinidad and Tobago,26125.15329,1525671.0,2.0,26.19047619,50.62869263,dress code,dress code,4,8486,4.71364600518501
Tunisia,10878.82319,12262949.0,,26.26728111,50.41085052,dress code,dress code,9,6823,13.19067858713176
Turkey,,84775408.0,1.0,,50.63245773,dress code,dress code,137,45782,29.92442444628893
Turkmenistan,,6341850.0,1.0,25.0,50.76740265,dress code,dress code,9,1655,54.38066465256797
Turks and Caicos Islands,22283.97785,45141.0,,,,dress code,dress code,1,1749,5.717552887364208
Tuvalu,4791.679265,11229.0,,6.25,,dress code,dress code,2,3352,5.966587112171838
Uganda,2294.147984,45853780.0,1.0,33.81294964,50.70814133,dress code,dress code,10,8790,11.376564277588168
Ukraine,13087.30957,43531424.0,2.0,20.80378251,53.66703415,dress code,dress code,12,16179,7.417022065640646
United Arab Emirates,66766.05393,9365149.0,0.0,50.0,30.87894249,dress code,dress code,14,5595,25.022341376228773
United Kingdom,46526.91187,67281040.0,3.0,34.25925926,50.59008789,dress code,dress code,204,856607,2.3814888274319497
United States,63027.67953,336997632.0,3.0,27.64976959,50.51821518,dress code,dress code,546,884942,6.169895880181978
United States Minor Outlying Islands,,,,,,dress code,dress code,0,11,0.0
Uruguay,22728.21533,3426265.0,3.0,24.24242424,51.68486023,dress code,dress code,6,31184,1.9240636223704464
Uzbekistan,7746.430969,34081452.0,1.0,32.65306122,50.11258698,dress code,dress code,7,2968,23.58490566037736
Vanuatu,3036.116767,319146.0,2.0,0.0,49.31141281,dress code,dress code,5,18899,2.645642626594
"Venezuela, Bolivarian Republic of",,,,,,dress code,dress code,0,156,0.0
Viet Nam,,,,,,dress code,dress code,4,3072,13.020833333333332
"Virgin Islands, British",,,,,,dress code,dress code,0,82,0.0
"Virgin Islands, U.S.",,,,,,dress code,dress code,0,2,0.0
Wallis and Futuna,,11654.0,,,,dress code,dress code,0,437,0.0
Yemen,,32981644.0,0.0,,49.62448502,dress code,dress code,6,4720,12.711864406779661
Zambia,3457.328102,19473132.0,1.0,15.06024096,50.48396683,dress code,dress code,6,6189,9.694619486185168
Zimbabwe,2251.455674,15993525.0,1.0,31.85185185,52.28389359,dress code,dress code,18,7642,23.554043444124574
Afghanistan,2078.479082,40099460.0,0.0,27.01612903,48.68452072,dress code,unifrom,0,13725,0.0
Aland Islands,,,,,,dress code,unifrom,0,153,0.0
Albania,13632.18654,2854710.0,1.0,35.71428571,49.10299683,dress code,unifrom,0,8406,0.0
Algeria,11323.31222,44177964.0,1.0,8.108108108,49.47940445,dress code,unifrom,0,7237,0.0
American Samoa,,45056.0,,,,dress code,unifrom,0,2971,0.0
Andorra,,79057.0,,46.42857143,,dress code,unifrom,0,1983,0.0
Angola,6478.332182,34503776.0,1.0,29.54545455,50.52413559,dress code,unifrom,0,5663,0.0
Anguilla,,15779.0,,,,dress code,unifrom,0,2806,0.0
Antarctica,,,,,,dress code,unifrom,0,3852,0.0
Antigua and Barbuda,18240.38041,93229.0,,11.11111111,51.73086166,dress code,unifrom,0,2564,0.0
Argentina,20769.03238,45276788.0,2.0,44.74708171,51.21414566,dress code,unifrom,0,62729,0.0
Armenia,13311.02814,2790971.0,2.0,33.64485981,52.96533966,dress code,unifrom,0,5124,0.0
Aruba,31182.83388,106543.0,,,52.56729507,dress code,unifrom,0,1667,0.0
Australia,53316.88543,25921094.0,3.0,31.12582781,50.20123672,dress code,unifrom,2,1430531,0.013980822505768837
Austria,55685.97029,8922086.0,2.0,40.43715847,50.70515442,dress code,unifrom,1,41634,0.2401883076331844
Azerbaijan,14478.52445,10312992.0,1.0,18.18181818,50.04855728,dress code,unifrom,0,5253,0.0
Bahamas,,407920.0,,,51.40649033,dress code,unifrom,0,6916,0.0
Bahrain,43821.12449,1463266.0,0.0,15.0,35.32645798,dress code,unifrom,0,3795,0.0
Bangladesh,5995.407429,169356240.0,1.0,20.85714286,49.44476318,dress code,unifrom,0,19737,0.0
Barbados,14045.77283,281204.0,3.0,20.0,51.60124207,dress code,unifrom,0,4963,0.0
Belarus,20237.55113,9578172.0,1.0,40.0,53.44250488,dress code,unifrom,0,3673,0.0
Belgium,53070.21482,11611416.0,3.0,42.0,50.4355011,dress code,unifrom,1,46594,0.2146199081426793
Belize,6165.849669,400037.0,,12.5,50.26394653,dress code,unifrom,0,6585,0.0
Benin,3505.138455,12996901.0,1.0,8.43373494,50.06063461,dress code,unifrom,0,3497,0.0
Bermuda,80273.08171,64213.0,,,,dress code,unifrom,0,15476,0.0
Bhutan,11129.30845,777500.0,3.0,17.0212766,46.85321045,dress code,unifrom,0,1659,0.0
"Bolivia, Plurinational State of",,,,,,dress code,unifrom,0,43,0.0
"Bonaire, Sint Eustatius and Saba",,,,,,dress code,unifrom,0,31,0.0
Bosnia and Herzegovina,15598.43034,3270948.0,2.0,26.19047619,51.0301857,dress code,unifrom,0,9370,0.0
Botswana,15471.09481,2588424.0,3.0,10.76923077,51.56119537,dress code,unifrom,0,4024,0.0
Bouvet Island,,,,,,dress code,unifrom,0,31,0.0
Brazil,14834.1937,214326224.0,2.0,15.20467836,50.86748505,dress code,unifrom,1,40559,0.2465544022288518
British Indian Ocean Territory,,,,,,dress code,unifrom,0,689,0.0
Brunei Darussalam,65607.35075,,,9.090909091,,dress code,unifrom,0,1755,0.0
Bulgaria,24564.43768,6885864.0,2.0,23.75,51.44063187,dress code,unifrom,0,18879,0.0
Burkina Faso,2273.831365,22100690.0,2.0,6.299212598,50.03313446,dress code,unifrom,0,2618,0.0
Burundi,771.1012372,12551215.0,1.0,38.21138211,50.38287354,dress code,unifrom,0,3590,0.0
Cambodia,4423.474631,16589031.0,1.0,21.6,51.17866898,dress code,unifrom,0,9574,0.0
Cameroon,3867.203808,27198632.0,1.0,33.88888889,49.98439407,dress code,unifrom,0,5921,0.0
Canada,46572.13743,38155012.0,3.0,30.47337278,50.36802292,dress code,unifrom,0,212729,0.0
Cape Verde,,587936.0,2.0,,49.79801559,dress code,unifrom,0,2512,0.0
Cayman Islands,72481.01386,68157.0,,,,dress code,unifrom,0,4967,0.0
Central African Republic,989.2187437,5457165.0,1.0,12.85714286,50.43149185,dress code,unifrom,0,5737,0.0
Chad,1591.669953,17179744.0,0.0,32.25806452,50.07767868,dress code,unifrom,0,7817,0.0
Chile,25089.0313,19493184.0,3.0,35.48387097,50.69279099,dress code,unifrom,0,34847,0.0
China,17189.28179,1425893504.0,0.0,24.94117647,48.70873642,dress code,unifrom,2,200869,0.09956737973505121
Christmas Island,,,,,,dress code,unifrom,0,7726,0.0
Cocos (Keeling) Islands,,,,,,dress code,unifrom,0,3337,0.0
Colombia,14868.46982,51516560.0,2.0,18.82352941,50.89789963,dress code,unifrom,0,34751,0.0
Comoros,3147.856597,821632.0,1.0,16.66666667,49.556633,dress code,unifrom,0,1295,0.0
Congo,,5835814.0,1.0,,50.04291153,dress code,unifrom,0,23717,0.0
"Congo, The Democratic Republic of the",,,,,,dress code,unifrom,0,5089,0.0
Cook Islands,,17028.0,,,,dress code,unifrom,0,19020,0.0
Costa Rica,22243.80196,5153959.0,3.0,45.61403509,50.03888702,dress code,unifrom,0,19989,0.0
Côte d'Ivoire,,,,,,dress code,unifrom,0,0,
Croatia,28780.31674,4060139.0,2.0,31.12582781,51.78653336,dress code,unifrom,0,12353,0.0
Cuba,,11256373.0,0.0,53.41296928,50.35173798,dress code,unifrom,0,24056,0.0
Curaçao,,,,,,dress code,unifrom,0,0,
Cyprus,39593.42578,1244193.0,3.0,14.28571429,50.01379013,dress code,unifrom,0,12177,0.0
Czech Republic,41608.02535,,,25.0,,dress code,unifrom,0,11701,0.0
Denmark,60229.91477,5854246.0,3.0,39.66480447,50.28901672,dress code,unifrom,0,38200,0.0
Djibouti,5532.682123,1105562.0,1.0,26.15384615,47.47045135,dress code,unifrom,0,2275,0.0
Dominica,10818.02494,72435.0,,34.375,,dress code,unifrom,0,3547,0.0
Dominican Republic,17934.19325,11117873.0,2.0,27.89473684,50.05296707,dress code,unifrom,0,13670,0.0
Ecuador,10890.45664,17797736.0,2.0,39.41605839,49.98698044,dress code,unifrom,0,22412,0.0
Egypt,,109262184.0,1.0,,49.47655869,dress code,unifrom,0,18595,0.0
El Salvador,8419.799438,6314165.0,1.0,27.38095238,53.18640137,dress code,unifrom,0,14882,0.0
Equatorial Guinea,18157.51367,1634473.0,1.0,23.0,44.37716675,dress code,unifrom,0,1758,0.0
Eritrea,,3620324.0,0.0,,,dress code,unifrom,0,3283,0.0
Estonia,37645.22136,1328704.0,3.0,25.74257426,52.62438583,dress code,unifrom,0,10097,0.0
Ethiopia,2422.681026,120283024.0,1.0,42.58823529,49.96951675,dress code,unifrom,0,7880,0.0
Falkland Islands (Malvinas),,,,,,dress code,unifrom,0,123,0.0
Faroe Islands,,,,,,dress code,unifrom,0,1405,0.0
Fiji,12158.24331,924615.0,1.0,21.56862745,49.35344696,dress code,unifrom,0,68932,0.0
Finland,50937.16075,5535982.0,3.0,46.0,50.6849823,dress code,unifrom,0,25862,0.0
France,46991.18203,64531448.0,3.0,39.51473137,51.60487747,dress code,unifrom,3,201911,0.14858031508932154
French Guiana,,297462.0,,,,dress code,unifrom,0,337,0.0
French Polynesia,,304038.0,,,49.35600662,dress code,unifrom,0,1397,0.0
French Southern Territories,,,,,,dress code,unifrom,0,12,0.0
Gabon,15105.13431,2341185.0,1.0,16.1971831,49.10186768,dress code,unifrom,0,2957,0.0
Gambia,,2639922.0,1.0,,50.4051857,dress code,unifrom,0,4220,0.0
Georgia,14731.20059,3757984.0,2.0,19.33333333,52.34034729,dress code,unifrom,0,39165,0.0
Germany,54844.54597,83408552.0,3.0,34.91847826,50.56820297,dress code,unifrom,1,99391,0.10061273153504845
Ghana,5749.655385,32833036.0,2.0,14.54545455,49.31282043,dress code,unifrom,0,8254,0.0
Gibraltar,,32698.0,,,,dress code,unifrom,0,7770,0.0
Greece,27948.64973,10445368.0,3.0,21.66666667,50.91817474,dress code,unifrom,0,31946,0.0
Greenland,,56266.0,,,,dress code,unifrom,0,5768,0.0
Grenada,15273.54036,124624.0,,46.66666667,49.6387291,dress code,unifrom,0,4690,0.0
Guadeloupe,,396057.0,,,,dress code,unifrom,0,710,0.0
Guam,,170546.0,,,49.55653,dress code,unifrom,0,7092,0.0
Guatemala,8852.947743,17608484.0,2.0,19.375,50.72938919,dress code,unifrom,0,17897,0.0
Guernsey,,63092.0,,,,dress code,unifrom,0,7663,0.0
Guinea,2754.418384,13531909.0,0.0,,51.62312698,dress code,unifrom,1,78619,0.1271957160482835
Guinea-Bissau,1948.643401,2060730.0,2.0,13.7254902,51.08251953,dress code,unifrom,0,2135,0.0
Guyana,19702.97442,804571.0,2.0,35.71428571,49.71146393,dress code,unifrom,0,3948,0.0
Haiti,3094.941621,11447575.0,1.0,,50.65618134,dress code,unifrom,0,8867,0.0
Heard Island and McDonald Islands,,,,,,dress code,unifrom,0,786,0.0
Holy See (Vatican City State),,,,,,dress code,unifrom,0,11,0.0
Honduras,5419.792164,10278346.0,1.0,27.34375,50.03456879,dress code,unifrom,0,13395,0.0
Hong Kong,,7494580.0,0.0,,54.11936188,dress code,unifrom,1,907741,0.011016358190276743
Hungary,33274.34766,9709784.0,1.0,13.06532663,52.40039825,dress code,unifrom,0,21700,0.0
Iceland,53616.68471,370338.0,3.0,47.61904762,49.77142715,dress code,unifrom,0,11545,0.0
India,6525.428052,1407563904.0,1.0,14.44444444,48.03632736,dress code,unifrom,4,283731,0.14097860297253384
Indonesia,12072.43996,273753184.0,2.0,21.04347826,49.65046692,dress code,unifrom,0,56377,0.0
"Iran, Islamic Republic of",,,,,,dress code,unifrom,0,532,0.0
Iraq,9954.345263,43533592.0,1.0,28.87537994,49.38709259,dress code,unifrom,0,17973,0.0
Ireland,93350.08753,4986525.0,3.0,22.5,50.35540009,dress code,unifrom,0,290217,0.0
Isle of Man,,84286.0,,,,dress code,unifrom,0,12764,0.0
Israel,39489.28078,8900057.0,3.0,28.33333333,50.22706223,dress code,unifrom,0,31853,0.0
Italy,41987.81596,59240336.0,3.0,35.71428571,51.31188202,dress code,unifrom,2,63683,0.3140555564279321
Jamaica,9240.821869,2827701.0,2.0,28.57142857,50.36943436,dress code,unifrom,0,16721,0.0
Japan,42100.25769,124612528.0,3.0,9.677419355,51.17427826,dress code,unifrom,1,55591,0.17988523322120487
Jersey,,109634.0,,,,dress code,unifrom,2,75969,0.26326527925864496
Jordan,10354.16403,11148288.0,0.0,11.53846154,49.36873245,dress code,unifrom,0,70492,0.0
Kazakhstan,26750.44623,19196468.0,1.0,27.10280374,51.46678925,dress code,unifrom,0,4468,0.0
